alias_id,unit_id,publisher,publisher_unit_name,textbook_name,school_year,source_url,status
A618,U618,東京書籍,立体の体積,新しい算数 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A619,U619,東京書籍,比例と反比例,新しい算数 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A620,U620,東京書籍,データの活用,新しい算数 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A621,U621,東京書籍,量と単位,新しい算数 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A622,U622,東京書籍,算数のまとめ,新しい算数 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A631,U631,啓林館,燃焼のしくみ,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A632,U632,啓林館,人の体のつくりとはたらき,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A633,U633,啓林館,植物の養分と水,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A634,U634,啓林館,生き物と環境,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A635,U635,啓林館,月と太陽,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A636,U636,啓林館,大地のつくりと変化,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A637,U637,啓林館,水溶液の性質,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A638,U638,啓林館,てこのはたらき,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A639,U639,啓林館,発電と電気の利用,わくわく理科 6,6,https://www.shinko-keirin.co.jp/keirinkan/sho/,needs_review
A641,U641,東京書籍,日本の政治のしくみ,新編 新しい社会 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A642,U642,東京書籍,国の政治の働き,新編 新しい社会 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A643,U643,東京書籍,長く続いた戦争と人々のくらし(歴史1),新編 新しい社会 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A644,U644,東京書籍,天下統一と江戸幕府(歴史2),新編 新しい社会 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A645,U645,東京書籍,明治の国づくりと現代(歴史3),新編 新しい社会 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A646,U646,東京書籍,世界の中の日本,新編 新しい社会 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A651,U651,東京書籍,This is me.,NEW HORIZON Elementary 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A652,U652,東京書籍,My Daily Life.,NEW HORIZON Elementary 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A653,U653,東京書籍,My Summer Vacation.,NEW HORIZON Elementary 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A654,U654,東京書籍,My Best Memory.,NEW HORIZON Elementary 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
A655,U655,東京書籍,"My Future, My Dream.",NEW HORIZON Elementary 6,6,https://ten.tokyo-shoseki.co.jp/text/shou/,needs_review
